Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Total Spend,Last Interaction,Contract Duration (Months),Churn,Tenure_Bucket,Support_Call_Intensity,Interaction_Frequency
30.0,1,33.0,14.0,0.0,24.0,1,626.0,1.0,12,1.0,1,0.0,7.0
61.0,0,47.0,2.0,2.0,3.0,0,925.0,10.0,1,1.0,2,0.0425531914893617,0.18181818181818182
44.0,0,51.0,10.0,10.0,10.0,1,937.0,13.0,1,1.0,2,0.19607843137254902,0.7142857142857143
41.0,1,28.0,20.0,6.0,14.0,0,422.0,5.0,1,1.0,1,0.21428571428571427,3.3333333333333335
34.0,0,41.0,3.0,1.0,29.0,1,694.0,20.0,3,1.0,2,0.024390243902439025,0.14285714285714285
50.0,0,27.0,26.0,2.0,19.0,2,992.16,7.0,12,0.0,1,0.07407407407407407,3.25
65.0,0,43.0,6.0,2.0,23.0,2,392.77,12.0,12,1.0,2,0.046511627906976744,0.46153846153846156
50.0,0,19.0,11.0,0.0,14.0,0,850.11,14.0,12,0.0,1,0.0,0.7333333333333333
35.0,1,33.0,29.0,3.0,3.0,1,924.59,16.0,3,0.0,1,0.09090909090909091,1.7058823529411764
23.0,1,34.0,4.0,4.0,18.0,1,668.17,25.0,1,1.0,1,0.11764705882352941,0.15384615384615385
43.0,1,30.0,21.0,3.0,10.0,2,526.13,7.0,3,0.0,1,0.1,2.625
31.0,1,56.0,20.0,1.0,2.0,2,995.19,6.0,12,0.0,2,0.017857142857142856,2.857142857142857
35.0,1,49.0,20.0,6.0,18.0,1,853.0,30.0,1,1.0,2,0.12244897959183673,0.6451612903225806
25.0,1,48.0,28.0,1.0,13.0,1,635.14,25.0,3,0.0,2,0.020833333333333332,1.0769230769230769
40.0,0,8.0,5.0,4.0,0.0,0,667.86,14.0,3,0.0,0,0.5,0.3333333333333333
65.0,0,53.0,3.0,7.0,30.0,1,881.0,22.0,1,1.0,2,0.1320754716981132,0.13043478260869565
19.0,0,35.0,26.0,2.0,4.0,0,270.0,8.0,12,1.0,1,0.05714285714285714,2.888888888888889
50.0,1,46.0,24.0,2.0,1.0,1,743.01,20.0,3,0.0,2,0.043478260869565216,1.1428571428571428
27.0,1,19.0,23.0,5.0,4.0,0,720.0,17.0,1,1.0,1,0.2631578947368421,1.2777777777777777
35.0,1,19.0,16.0,2.0,21.0,1,710.0,12.0,12,1.0,1,0.10526315789473684,1.2307692307692308
42.0,1,39.0,30.0,1.0,19.0,0,506.91,11.0,12,0.0,2,0.02564102564102564,2.5
65.0,0,42.0,7.0,6.0,17.0,2,638.0,5.0,3,1.0,2,0.14285714285714285,1.1666666666666667
32.0,0,57.0,10.0,1.0,13.0,2,954.75,13.0,12,0.0,2,0.017543859649122806,0.7142857142857143
32.0,0,52.0,28.0,3.0,17.0,1,906.86,6.0,3,0.0,2,0.057692307692307696,4.0
62.0,1,53.0,10.0,5.0,2.0,2,790.0,9.0,12,1.0,2,0.09433962264150944,1.0
30.0,1,20.0,13.0,2.0,15.0,2,561.49,19.0,12,0.0,1,0.1,0.65
30.0,1,41.0,18.0,2.0,1.0,1,639.64,5.0,3,0.0,2,0.04878048780487805,3.0
23.0,1,17.0,13.0,1.0,3.0,2,818.73,21.0,3,0.0,1,0.058823529411764705,0.5909090909090909
45.0,1,26.0,19.0,2.0,14.0,2,926.38,28.0,3,0.0,1,0.07692307692307693,0.6551724137931034
57.0,0,28.0,2.0,10.0,23.0,0,553.0,8.0,1,1.0,1,0.35714285714285715,0.2222222222222222
50.0,1,11.0,9.0,8.0,21.0,0,512.0,25.0,3,1.0,0,0.7272727272727273,0.34615384615384615
20.0,0,15.0,3.0,8.0,23.0,0,325.0,16.0,12,1.0,1,0.5333333333333333,0.17647058823529413
29.0,1,23.0,10.0,10.0,6.0,0,270.0,25.0,12,1.0,1,0.43478260869565216,0.38461538461538464
47.0,0,43.0,26.0,0.0,19.0,1,879.0,21.0,1,1.0,2,0.0,1.1818181818181819
44.0,0,49.0,26.0,6.0,21.0,1,322.0,25.0,12,1.0,2,0.12244897959183673,1.0
56.0,1,43.0,10.0,10.0,1.0,2,824.0,25.0,1,1.0,2,0.23255813953488372,0.38461538461538464
36.0,0,30.0,24.0,9.0,19.0,0,868.0,8.0,12,1.0,1,0.3,2.6666666666666665
30.0,0,20.0,16.0,9.0,22.0,2,166.0,3.0,1,1.0,1,0.45,4.0
21.0,0,50.0,15.0,4.0,29.0,0,832.0,5.0,1,1.0,2,0.08,2.5
43.0,0,22.0,18.0,4.0,4.0,2,572.81,14.0,3,0.0,1,0.18181818181818182,1.2
33.0,0,47.0,4.0,1.0,3.0,1,833.63,3.0,12,0.0,2,0.02127659574468085,1.0
65.0,1,57.0,18.0,10.0,17.0,2,382.0,30.0,3,1.0,2,0.17543859649122806,0.5806451612903226
53.0,0,35.0,14.0,4.0,19.0,2,974.0,14.0,12,1.0,1,0.11428571428571428,0.9333333333333333
38.0,0,47.0,21.0,10.0,26.0,1,716.0,1.0,3,1.0,2,0.2127659574468085,10.5
30.0,0,19.0,13.0,6.0,21.0,0,182.0,7.0,12,1.0,1,0.3157894736842105,1.625
59.0,1,21.0,12.0,2.0,9.0,0,364.0,4.0,12,1.0,1,0.09523809523809523,2.4
26.0,0,43.0,4.0,10.0,14.0,2,464.0,18.0,12,1.0,2,0.23255813953488372,0.21052631578947367
26.0,0,32.0,24.0,7.0,16.0,2,867.0,12.0,12,1.0,1,0.21875,1.8461538461538463
62.0,0,52.0,25.0,6.0,1.0,2,424.0,30.0,12,1.0,2,0.11538461538461539,0.8064516129032258
18.0,1,35.0,7.0,1.0,13.0,1,524.0,26.0,1,1.0,1,0.02857142857142857,0.25925925925925924
26.0,0,20.0,26.0,0.0,10.0,0,883.48,1.0,3,0.0,1,0.0,13.0
60.0,0,40.0,25.0,8.0,5.0,2,701.0,18.0,3,1.0,2,0.2,1.3157894736842106
21.0,0,33.0,2.0,4.0,26.0,2,252.55,15.0,12,1.0,1,0.12121212121212122,0.125
61.0,0,21.0,28.0,4.0,4.0,1,643.0,26.0,1,1.0,1,0.19047619047619047,1.037037037037037
50.0,0,25.0,22.0,9.0,22.0,0,180.0,19.0,3,1.0,1,0.36,1.1
19.0,1,32.0,21.0,0.0,13.0,1,536.0,16.0,3,0.0,1,0.0,1.2352941176470589
27.0,0,27.0,1.0,9.0,29.0,0,244.0,13.0,3,1.0,1,0.3333333333333333,0.07142857142857142
41.0,0,6.0,15.0,10.0,8.0,0,265.55,3.0,1,1.0,0,1.6666666666666667,3.75
43.0,0,60.0,17.0,0.0,9.0,0,921.5,10.0,12,0.0,2,0.0,1.5454545454545454
50.0,0,6.0,1.0,5.0,6.0,1,456.0,26.0,12,1.0,0,0.8333333333333334,0.037037037037037035
41.0,1,30.0,26.0,4.0,6.0,1,723.05,2.0,12,0.0,1,0.13333333333333333,8.666666666666666
56.0,1,17.0,6.0,6.0,28.0,0,410.0,6.0,1,1.0,1,0.35294117647058826,0.8571428571428571
24.0,0,6.0,2.0,0.0,1.0,1,589.08,2.0,12,0.0,0,0.0,0.6666666666666666
60.0,0,15.0,5.0,10.0,5.0,0,833.2,7.0,1,1.0,1,0.6666666666666666,0.625
27.0,1,54.0,17.0,0.0,26.0,0,555.0,15.0,1,1.0,2,0.0,1.0625
33.0,1,10.0,14.0,0.0,13.0,1,620.52,18.0,1,1.0,0,0.0,0.7368421052631579
23.0,1,2.0,15.0,0.0,2.0,2,614.41,9.0,3,0.0,0,0.0,1.5
18.0,0,51.0,6.0,10.0,28.0,2,833.0,1.0,1,1.0,2,0.19607843137254902,3.0
63.0,1,15.0,2.0,4.0,28.0,0,783.68,8.0,1,1.0,1,0.26666666666666666,0.2222222222222222
41.0,0,33.0,7.0,2.0,17.0,2,336.5,25.0,1,1.0,1,0.06060606060606061,0.2692307692307692
31.0,0,1.0,25.0,8.0,23.0,1,756.0,16.0,1,1.0,0,8.0,1.4705882352941178
42.0,0,44.0,26.0,0.0,24.0,2,354.0,17.0,1,1.0,2,0.0,1.4444444444444444
63.0,0,23.0,26.0,1.0,15.0,0,147.0,8.0,12,1.0,1,0.043478260869565216,2.888888888888889
44.0,1,55.0,3.0,1.0,15.0,1,619.09,28.0,3,0.0,2,0.01818181818181818,0.10344827586206896
19.0,1,48.0,20.0,3.0,27.0,0,151.63,29.0,12,1.0,2,0.0625,0.6666666666666666
61.0,1,3.0,14.0,3.0,18.0,0,399.0,24.0,1,1.0,0,1.0,0.56
48.0,0,20.0,2.0,4.0,8.0,1,468.0,21.0,12,1.0,1,0.2,0.09090909090909091
34.0,1,24.0,26.0,1.0,7.0,1,456.0,30.0,1,1.0,1,0.041666666666666664,0.8387096774193549
40.0,0,49.0,23.0,5.0,20.0,0,359.0,12.0,12,1.0,2,0.10204081632653061,1.7692307692307692
34.0,1,37.0,10.0,7.0,7.0,0,183.0,8.0,3,1.0,2,0.1891891891891892,1.1111111111111112
26.0,1,20.0,3.0,0.0,17.0,0,914.0,1.0,12,1.0,1,0.0,1.5
29.0,0,54.0,3.0,10.0,22.0,0,176.0,6.0,1,1.0,2,0.18518518518518517,0.42857142857142855
36.0,0,11.0,1.0,3.0,17.0,1,361.0,23.0,12,1.0,0,0.2727272727272727,0.041666666666666664
35.0,0,40.0,9.0,5.0,9.0,2,496.0,6.0,12,1.0,2,0.125,1.2857142857142858
28.0,1,9.0,16.0,1.0,18.0,2,576.77,30.0,3,0.0,0,0.1111111111111111,0.5161290322580645
53.0,0,49.0,18.0,5.0,10.0,1,793.0,9.0,1,1.0,2,0.10204081632653061,1.8
29.0,0,46.0,20.0,2.0,20.0,0,673.2,14.0,12,0.0,2,0.043478260869565216,1.3333333333333333
55.0,1,34.0,16.0,9.0,2.0,2,192.0,25.0,1,1.0,1,0.2647058823529412,0.6153846153846154
35.0,0,59.0,22.0,2.0,25.0,1,397.79,18.0,3,1.0,2,0.03389830508474576,1.1578947368421053
31.0,0,21.0,10.0,9.0,7.0,2,446.84,11.0,12,1.0,1,0.42857142857142855,0.8333333333333334
40.0,0,7.0,21.0,0.0,16.0,0,343.62,27.0,12,1.0,0,0.0,0.75
43.0,0,14.0,26.0,3.0,14.0,1,529.05,10.0,1,1.0,1,0.21428571428571427,2.3636363636363638
40.0,1,28.0,11.0,6.0,10.0,1,225.0,20.0,3,1.0,1,0.21428571428571427,0.5238095238095238
41.0,0,18.0,4.0,9.0,5.0,1,973.0,28.0,3,1.0,1,0.5,0.13793103448275862
54.0,1,1.0,7.0,4.0,20.0,1,915.0,14.0,3,1.0,0,4.0,0.4666666666666667
63.0,1,38.0,18.0,10.0,17.0,1,221.0,28.0,1,1.0,2,0.2631578947368421,0.6206896551724138
37.0,0,44.0,25.0,2.0,3.0,0,701.59,14.0,3,0.0,2,0.045454545454545456,1.6666666666666667
23.0,0,25.0,6.0,4.0,19.0,1,178.06,27.0,12,1.0,1,0.16,0.21428571428571427
53.0,1,50.0,19.0,10.0,25.0,2,103.0,25.0,3,1.0,2,0.2,0.7307692307692307
31.0,0,43.0,18.0,3.0,26.0,0,214.0,11.0,3,1.0,2,0.06976744186046512,1.5
59.0,1,56.0,26.0,5.0,10.0,2,186.0,30.0,12,1.0,2,0.08928571428571429,0.8387096774193549
45.0,0,8.0,12.0,0.0,10.0,0,925.87,15.0,12,0.0,0,0.0,0.75
47.0,1,24.0,12.0,1.0,1.0,2,988.39,1.0,3,0.0,1,0.041666666666666664,6.0
63.0,0,12.0,25.0,8.0,7.0,2,149.0,23.0,1,1.0,1,0.6666666666666666,1.0416666666666667
35.0,0,49.0,1.0,5.0,18.0,0,599.0,1.0,12,1.0,2,0.10204081632653061,0.5
41.0,1,42.0,1.0,3.0,18.0,2,108.0,14.0,1,1.0,2,0.07142857142857142,0.06666666666666667
64.0,1,22.0,21.0,1.0,19.0,0,353.0,10.0,1,1.0,1,0.045454545454545456,1.9090909090909092
34.0,1,37.0,17.0,3.0,2.0,2,944.65,21.0,12,0.0,2,0.08108108108108109,0.7727272727272727
50.0,0,9.0,14.0,5.0,11.0,0,966.38,1.0,12,0.0,0,0.5555555555555556,7.0
42.0,1,19.0,18.0,1.0,7.0,2,799.3,5.0,12,0.0,1,0.05263157894736842,3.0
30.0,1,37.0,1.0,1.0,5.0,0,464.0,10.0,12,1.0,2,0.02702702702702703,0.09090909090909091
54.0,0,6.0,17.0,8.0,13.0,2,674.0,2.0,12,1.0,0,1.3333333333333333,5.666666666666667
26.0,1,7.0,24.0,2.0,15.0,0,531.99,1.0,3,0.0,0,0.2857142857142857,12.0
25.0,1,23.0,11.0,1.0,2.0,2,842.69,27.0,12,0.0,1,0.043478260869565216,0.39285714285714285
41.0,1,28.0,1.0,10.0,18.0,0,492.0,9.0,3,1.0,1,0.35714285714285715,0.1
25.0,1,44.0,26.0,2.0,4.0,0,356.0,16.0,1,1.0,2,0.045454545454545456,1.5294117647058822
63.0,0,59.0,11.0,2.0,29.0,2,240.0,1.0,12,1.0,2,0.03389830508474576,5.5
20.0,0,25.0,23.0,7.0,26.0,1,973.0,30.0,1,1.0,1,0.28,0.7419354838709677
25.0,0,22.0,8.0,7.0,15.0,2,134.0,28.0,12,1.0,1,0.3181818181818182,0.27586206896551724
51.0,0,13.0,5.0,10.0,1.0,0,287.0,27.0,1,1.0,1,0.7692307692307693,0.17857142857142858
35.0,0,55.0,7.0,7.0,6.0,1,202.29,17.0,3,1.0,2,0.12727272727272726,0.3888888888888889
45.0,0,30.0,23.0,1.0,14.0,0,859.0,11.0,3,0.0,1,0.03333333333333333,1.9166666666666667
54.0,1,54.0,15.0,0.0,1.0,0,264.85,5.0,12,1.0,2,0.0,2.5
57.0,1,17.0,1.0,4.0,30.0,1,190.0,13.0,3,1.0,1,0.23529411764705882,0.07142857142857142
53.0,0,37.0,24.0,6.0,0.0,2,970.0,4.0,12,1.0,2,0.16216216216216217,4.8
40.0,1,54.0,6.0,3.0,20.0,0,649.41,27.0,12,0.0,2,0.05555555555555555,0.21428571428571427
59.0,0,37.0,7.0,7.0,23.0,1,754.0,7.0,3,1.0,2,0.1891891891891892,0.875
21.0,0,37.0,20.0,3.0,30.0,2,368.0,28.0,1,1.0,2,0.08108108108108109,0.6896551724137931
31.0,1,37.0,1.0,2.0,15.0,2,729.95,14.0,12,0.0,2,0.05405405405405406,0.06666666666666667
59.0,1,2.0,3.0,3.0,25.0,2,634.24,26.0,3,1.0,0,1.5,0.1111111111111111
30.0,0,26.0,13.0,2.0,14.0,0,421.0,24.0,3,1.0,1,0.07692307692307693,0.52
51.0,1,42.0,20.0,8.0,18.0,1,787.0,24.0,1,1.0,2,0.19047619047619047,0.8
23.0,1,29.0,12.0,4.0,18.0,0,616.0,18.0,1,1.0,1,0.13793103448275862,0.631578947368421
18.0,1,43.0,15.0,4.0,21.0,1,145.0,23.0,1,1.0,2,0.09302325581395349,0.625
63.0,0,43.0,11.0,6.0,17.0,2,926.0,19.0,1,1.0,2,0.13953488372093023,0.55
22.0,1,43.0,16.0,8.0,3.0,2,683.0,2.0,1,1.0,2,0.18604651162790697,5.333333333333333
58.0,1,8.0,12.0,2.0,30.0,1,895.0,24.0,3,1.0,0,0.25,0.48
56.0,1,30.0,6.0,7.0,22.0,2,271.0,24.0,1,1.0,1,0.23333333333333334,0.24
23.0,0,39.0,19.0,2.0,11.0,0,775.78,11.0,12,0.0,2,0.05128205128205128,1.5833333333333333
34.0,0,42.0,11.0,2.0,12.0,2,218.0,21.0,3,1.0,2,0.047619047619047616,0.5
36.0,0,27.0,12.0,0.0,8.0,0,810.82,1.0,12,0.0,1,0.0,6.0
20.0,0,55.0,16.0,1.0,17.0,2,478.0,17.0,1,1.0,2,0.01818181818181818,0.8888888888888888
63.0,1,48.0,14.0,2.0,28.0,2,672.0,13.0,3,1.0,2,0.041666666666666664,1.0
34.0,0,35.0,21.0,0.0,2.0,1,753.76,4.0,12,0.0,1,0.0,4.2
42.0,1,14.0,20.0,1.0,5.0,1,789.66,22.0,3,0.0,1,0.07142857142857142,0.8695652173913043
27.0,0,23.0,21.0,4.0,27.0,1,132.85,1.0,12,1.0,1,0.17391304347826086,10.5
19.0,1,4.0,16.0,1.0,0.0,1,855.33,21.0,3,0.0,0,0.25,0.7272727272727273
42.0,1,21.0,22.0,1.0,11.0,1,614.56,5.0,12,0.0,1,0.047619047619047616,3.6666666666666665
38.0,1,2.0,13.0,6.0,30.0,1,772.0,25.0,3,1.0,0,3.0,0.5
32.0,0,21.0,15.0,2.0,6.0,2,758.3,12.0,12,0.0,1,0.09523809523809523,1.1538461538461537
26.0,1,34.0,11.0,0.0,14.0,2,675.28,29.0,12,0.0,1,0.0,0.36666666666666664
61.0,0,41.0,26.0,5.0,27.0,2,979.0,8.0,12,1.0,2,0.12195121951219512,2.888888888888889
23.0,1,54.0,11.0,1.0,1.0,2,738.13,29.0,12,0.0,2,0.018518518518518517,0.36666666666666664
43.0,0,39.0,8.0,1.0,8.0,1,798.64,11.0,3,0.0,2,0.02564102564102564,0.6666666666666666
37.0,0,58.0,30.0,5.0,6.0,2,789.0,13.0,12,1.0,2,0.08620689655172414,2.142857142857143
27.0,1,29.0,3.0,10.0,30.0,1,894.0,1.0,1,1.0,1,0.3448275862068966,1.5
22.0,1,25.0,9.0,1.0,7.0,2,170.09,29.0,1,1.0,1,0.04,0.3
50.0,1,24.0,8.0,0.0,20.0,2,443.0,13.0,3,1.0,1,0.0,0.5714285714285714
36.0,0,57.0,2.0,2.0,20.0,2,962.66,5.0,3,0.0,2,0.03508771929824561,0.3333333333333333
37.0,1,19.0,8.0,10.0,18.0,1,989.0,16.0,3,1.0,1,0.5263157894736842,0.47058823529411764
39.0,0,32.0,4.0,1.0,16.0,0,397.0,25.0,12,1.0,1,0.03125,0.15384615384615385
59.0,1,5.0,28.0,6.0,28.0,0,668.0,23.0,12,1.0,0,1.2,1.1666666666666667
55.0,1,9.0,6.0,2.0,25.0,1,848.0,12.0,3,1.0,0,0.2222222222222222,0.46153846153846156
40.0,0,9.0,10.0,0.0,8.0,0,425.0,20.0,12,1.0,0,0.0,0.47619047619047616
53.0,0,41.0,29.0,3.0,11.0,0,368.0,7.0,12,1.0,2,0.07317073170731707,3.625
48.0,1,42.0,10.0,8.0,6.0,2,921.0,30.0,1,1.0,2,0.19047619047619047,0.3225806451612903
37.0,0,9.0,7.0,3.0,6.0,1,104.0,23.0,3,1.0,0,0.3333333333333333,0.2916666666666667
53.0,0,56.0,19.0,8.0,24.0,2,957.0,23.0,3,1.0,2,0.14285714285714285,0.7916666666666666
44.0,1,49.0,29.0,3.0,23.0,2,389.0,14.0,3,1.0,2,0.061224489795918366,1.9333333333333333
24.0,0,51.0,27.0,9.0,18.0,2,324.72,8.0,1,1.0,2,0.17647058823529413,3.0
58.0,1,26.0,30.0,3.0,22.0,2,893.0,5.0,3,1.0,1,0.11538461538461539,5.0
39.0,1,16.0,13.0,5.0,2.0,1,931.0,19.0,1,1.0,1,0.3125,0.65
31.0,0,50.0,5.0,8.0,15.0,1,311.84,9.0,1,1.0,2,0.16,0.5
25.0,0,30.0,1.0,5.0,25.0,1,713.0,7.0,1,1.0,1,0.16666666666666666,0.125
24.0,1,43.0,4.0,1.0,19.0,2,666.31,13.0,12,0.0,2,0.023255813953488372,0.2857142857142857
38.0,0,35.0,5.0,4.0,20.0,2,490.55,8.0,3,1.0,1,0.11428571428571428,0.5555555555555556
47.0,0,18.0,12.0,4.0,3.0,0,430.66,28.0,1,1.0,1,0.2222222222222222,0.41379310344827586
56.0,1,42.0,14.0,9.0,8.0,0,439.0,23.0,1,1.0,2,0.21428571428571427,0.5833333333333334
51.0,1,38.0,15.0,10.0,20.0,1,509.0,2.0,12,1.0,2,0.2631578947368421,5.0
61.0,0,14.0,28.0,4.0,16.0,1,435.0,30.0,1,1.0,1,0.2857142857142857,0.9032258064516129
45.0,0,36.0,25.0,3.0,8.0,0,728.77,3.0,3,0.0,1,0.08333333333333333,6.25
28.0,1,53.0,26.0,1.0,26.0,2,863.0,3.0,1,1.0,2,0.018867924528301886,6.5
58.0,0,59.0,29.0,0.0,19.0,2,583.0,6.0,1,1.0,2,0.0,4.142857142857143
30.0,1,6.0,3.0,3.0,22.0,1,522.0,20.0,1,1.0,0,0.5,0.14285714285714285
40.0,1,2.0,13.0,9.0,15.0,1,177.0,18.0,12,1.0,0,4.5,0.6842105263157895
54.0,0,38.0,2.0,7.0,22.0,2,753.16,24.0,1,1.0,2,0.18421052631578946,0.08
51.0,0,41.0,8.0,0.0,11.0,2,467.0,25.0,1,1.0,2,0.0,0.3076923076923077
42.0,1,6.0,16.0,5.0,16.0,0,812.0,8.0,12,1.0,0,0.8333333333333334,1.7777777777777777
45.0,0,49.0,27.0,2.0,10.0,2,673.0,15.0,1,1.0,2,0.04081632653061224,1.6875
40.0,0,21.0,9.0,10.0,25.0,2,973.0,18.0,1,1.0,1,0.47619047619047616,0.47368421052631576
48.0,1,45.0,30.0,1.0,25.0,1,286.9,4.0,1,1.0,2,0.022222222222222223,6.0
28.0,1,50.0,28.0,1.0,0.0,2,783.82,11.0,12,0.0,2,0.02,2.3333333333333335
32.0,1,28.0,17.0,0.0,11.0,2,644.75,21.0,12,0.0,1,0.0,0.7727272727272727
46.0,1,44.0,11.0,9.0,26.0,1,108.0,12.0,12,1.0,2,0.20454545454545456,0.8461538461538461
33.0,1,47.0,1.0,1.0,10.0,2,297.46,21.0,1,1.0,2,0.02127659574468085,0.045454545454545456
31.0,1,23.0,12.0,1.0,12.0,0,826.0,24.0,1,1.0,1,0.043478260869565216,0.48
30.0,1,36.0,21.0,0.0,20.0,0,606.58,10.0,1,1.0,1,0.0,1.9090909090909092
44.0,0,26.0,18.0,7.0,26.0,1,287.0,14.0,12,1.0,1,0.2692307692307692,1.2
52.0,1,47.0,16.0,2.0,4.0,2,411.0,17.0,3,1.0,2,0.0425531914893617,0.8888888888888888
22.0,0,9.0,17.0,5.0,27.0,2,280.0,5.0,12,1.0,0,0.5555555555555556,2.8333333333333335
47.0,0,53.0,18.0,3.0,10.0,2,553.47,14.0,12,0.0,2,0.05660377358490566,1.2
32.0,0,54.0,4.0,1.0,13.0,0,322.0,23.0,12,1.0,2,0.018518518518518517,0.16666666666666666
26.0,1,6.0,3.0,5.0,11.0,0,287.0,8.0,3,1.0,0,0.8333333333333334,0.3333333333333333
31.0,1,6.0,21.0,1.0,20.0,1,914.34,3.0,12,0.0,0,0.16666666666666666,5.25
51.0,1,24.0,15.0,4.0,19.0,2,864.0,22.0,1,1.0,1,0.16666666666666666,0.6521739130434783
41.0,1,1.0,19.0,4.0,19.0,1,516.78,3.0,12,0.0,0,4.0,4.75
22.0,0,45.0,4.0,2.0,17.0,0,869.43,14.0,3,0.0,2,0.044444444444444446,0.26666666666666666
39.0,1,34.0,20.0,10.0,16.0,2,212.0,30.0,3,1.0,1,0.29411764705882354,0.6451612903225806
47.0,1,57.0,9.0,10.0,15.0,0,873.0,25.0,3,1.0,2,0.17543859649122806,0.34615384615384615
31.0,1,22.0,4.0,5.0,7.0,0,929.28,6.0,3,1.0,1,0.22727272727272727,0.5714285714285714
23.0,0,51.0,10.0,1.0,13.0,0,865.62,4.0,3,0.0,2,0.0196078431372549,2.0
50.0,1,40.0,22.0,0.0,19.0,0,894.17,12.0,3,0.0,2,0.0,1.6923076923076923
45.0,0,48.0,7.0,3.0,8.0,2,193.0,8.0,3,1.0,2,0.0625,0.7777777777777778
37.0,0,54.0,29.0,0.0,18.0,2,654.91,6.0,12,0.0,2,0.0,4.142857142857143
35.0,1,42.0,30.0,0.0,24.0,0,578.0,16.0,12,1.0,2,0.0,1.7647058823529411
40.0,0,6.0,3.0,1.0,17.0,2,564.88,6.0,3,0.0,0,0.16666666666666666,0.42857142857142855
43.0,1,28.0,22.0,4.0,22.0,2,595.0,27.0,12,1.0,1,0.14285714285714285,0.7857142857142857
26.0,1,51.0,19.0,10.0,30.0,1,497.03,22.0,3,1.0,2,0.19607843137254902,0.8260869565217391
20.0,1,25.0,24.0,9.0,23.0,1,674.0,1.0,3,1.0,1,0.36,12.0
38.0,0,39.0,24.0,10.0,3.0,2,586.0,2.0,12,1.0,2,0.2564102564102564,8.0
57.0,1,59.0,22.0,6.0,3.0,1,530.0,14.0,12,1.0,2,0.1016949152542373,1.4666666666666666
20.0,0,23.0,24.0,1.0,6.0,0,547.46,7.0,12,0.0,1,0.043478260869565216,3.0
60.0,0,42.0,18.0,9.0,3.0,0,257.0,29.0,1,1.0,2,0.21428571428571427,0.6
52.0,0,42.0,1.0,10.0,7.0,2,123.0,30.0,1,1.0,2,0.23809523809523808,0.03225806451612903
41.0,1,54.0,26.0,3.0,11.0,2,714.81,10.0,12,0.0,2,0.05555555555555555,2.3636363636363638
23.0,0,50.0,21.0,0.0,1.0,1,541.33,5.0,3,0.0,2,0.0,3.5
26.0,1,41.0,18.0,9.0,8.0,0,341.0,19.0,12,1.0,2,0.21951219512195122,0.9
61.0,1,55.0,10.0,1.0,28.0,2,719.34,2.0,1,1.0,2,0.01818181818181818,3.3333333333333335
46.0,0,28.0,13.0,5.0,4.0,0,829.0,25.0,3,1.0,1,0.17857142857142858,0.5
25.0,1,31.0,22.0,2.0,30.0,0,756.0,29.0,1,1.0,1,0.06451612903225806,0.7333333333333333
23.0,1,8.0,6.0,1.0,6.0,0,633.68,19.0,12,0.0,0,0.125,0.3
38.0,0,59.0,11.0,1.0,16.0,1,109.64,26.0,3,1.0,2,0.01694915254237288,0.4074074074074074
64.0,1,34.0,8.0,2.0,18.0,2,121.24,17.0,3,1.0,1,0.058823529411764705,0.4444444444444444
54.0,0,49.0,15.0,3.0,29.0,0,394.0,28.0,3,1.0,2,0.061224489795918366,0.5172413793103449
45.0,1,54.0,8.0,0.0,0.0,0,111.0,22.0,12,1.0,2,0.0,0.34782608695652173
44.0,0,33.0,20.0,7.0,25.0,1,722.0,17.0,12,1.0,1,0.21212121212121213,1.1111111111111112
65.0,0,5.0,29.0,9.0,0.0,2,565.0,17.0,12,1.0,0,1.8,1.6111111111111112
19.0,1,58.0,18.0,5.0,20.0,1,843.36,5.0,3,1.0,2,0.08620689655172414,3.0
51.0,0,41.0,17.0,7.0,24.0,2,954.0,28.0,1,1.0,2,0.17073170731707318,0.5862068965517241
40.0,0,36.0,4.0,3.0,13.0,2,673.0,22.0,12,1.0,1,0.08333333333333333,0.17391304347826086
48.0,1,35.0,9.0,3.0,9.0,0,940.8,2.0,3,0.0,1,0.08571428571428572,3.0
26.0,1,7.0,24.0,6.0,6.0,1,786.0,8.0,12,1.0,0,0.8571428571428571,2.6666666666666665
25.0,0,31.0,19.0,8.0,13.0,2,787.2,20.0,1,1.0,1,0.25806451612903225,0.9047619047619048
21.0,0,50.0,5.0,10.0,15.0,1,828.0,2.0,12,1.0,2,0.2,1.6666666666666667
63.0,0,60.0,25.0,7.0,20.0,0,596.0,30.0,3,1.0,2,0.11666666666666667,0.8064516129032258
44.0,0,56.0,9.0,1.0,19.0,1,566.37,14.0,3,0.0,2,0.017857142857142856,0.6
29.0,1,43.0,11.0,0.0,10.0,2,565.32,7.0,3,0.0,2,0.0,1.375
21.0,0,23.0,21.0,10.0,13.0,2,377.0,20.0,12,1.0,1,0.43478260869565216,1.0
41.0,0,27.0,3.0,7.0,4.0,1,544.0,20.0,3,1.0,1,0.25925925925925924,0.14285714285714285
45.0,0,33.0,20.0,10.0,0.0,2,211.0,20.0,3,1.0,1,0.30303030303030304,0.9523809523809523
36.0,1,55.0,20.0,9.0,6.0,1,893.46,26.0,12,1.0,2,0.16363636363636364,0.7407407407407407
47.0,0,20.0,27.0,3.0,11.0,1,523.8,6.0,12,0.0,1,0.15,3.857142857142857
