Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Total Spend,Last Interaction,Contract Duration (Months),Churn
34.0,0,41.0,18.0,0.0,15.0,0,569.0,26.0,3,1.0
48.0,0,45.0,8.0,1.0,8.0,0,554.53,12.0,3,0.0
49.0,0,45.0,18.0,3.0,4.0,1,607.33,12.0,12,0.0
56.0,0,54.0,24.0,6.0,29.0,2,283.0,1.0,3,1.0
45.0,0,1.0,20.0,4.0,13.0,1,566.0,21.0,1,1.0
53.0,0,15.0,13.0,1.0,2.0,0,587.0,20.0,12,1.0
26.0,1,3.0,13.0,2.0,25.0,2,254.0,18.0,3,1.0
57.0,1,15.0,28.0,5.0,9.0,0,862.21,14.0,3,1.0
24.0,1,37.0,25.0,1.0,4.0,1,980.99,20.0,3,0.0
36.0,1,35.0,30.0,0.0,16.0,0,511.78,16.0,12,0.0
44.0,1,39.0,14.0,2.0,20.0,0,938.7,24.0,12,0.0
44.0,1,30.0,9.0,5.0,1.0,1,671.0,19.0,12,1.0
19.0,0,51.0,21.0,1.0,15.0,1,551.86,7.0,12,0.0
41.0,1,8.0,15.0,2.0,12.0,0,704.21,20.0,3,0.0
48.0,1,37.0,24.0,5.0,25.0,0,381.0,8.0,12,1.0
35.0,1,41.0,1.0,7.0,14.0,1,963.0,13.0,3,1.0
18.0,1,28.0,29.0,1.0,12.0,2,552.61,24.0,3,0.0
48.0,1,39.0,18.0,6.0,9.0,2,895.0,18.0,1,1.0
50.0,1,54.0,27.0,5.0,18.0,1,673.24,27.0,3,0.0
44.0,1,18.0,16.0,10.0,0.0,1,572.0,27.0,12,1.0
49.0,1,24.0,13.0,4.0,28.0,2,765.0,22.0,1,1.0
24.0,1,14.0,23.0,0.0,20.0,2,636.0,4.0,1,1.0
56.0,1,38.0,16.0,10.0,18.0,0,943.0,22.0,12,1.0
41.0,0,28.0,10.0,2.0,15.0,1,934.83,5.0,12,0.0
44.0,0,51.0,5.0,6.0,14.0,2,244.0,26.0,12,1.0
49.0,1,30.0,6.0,1.0,25.0,2,166.0,9.0,3,1.0
47.0,1,23.0,6.0,7.0,20.0,2,398.0,5.0,12,1.0
33.0,0,50.0,21.0,1.0,12.0,1,617.11,20.0,12,1.0
40.0,1,34.0,27.0,5.0,17.0,2,224.0,7.0,3,1.0
27.0,1,18.0,12.0,0.0,20.0,1,958.38,2.0,12,0.0
39.0,0,47.0,6.0,6.0,1.0,0,349.0,2.0,3,1.0
49.0,0,25.0,21.0,9.0,22.0,1,268.24,2.0,1,1.0
47.0,1,60.0,21.0,0.0,3.0,2,912.31,11.0,12,0.0
23.0,0,36.0,27.0,10.0,8.0,1,299.29,11.0,12,1.0
28.0,0,53.0,18.0,9.0,24.0,0,929.0,23.0,3,1.0
21.0,1,37.0,26.0,1.0,3.0,2,786.09,20.0,1,1.0
47.0,1,17.0,6.0,5.0,17.0,2,484.09,7.0,1,1.0
47.0,0,58.0,24.0,2.0,25.0,1,895.0,24.0,3,1.0
58.0,1,39.0,8.0,10.0,16.0,2,156.42,18.0,12,1.0
49.0,1,52.0,30.0,10.0,29.0,2,675.0,6.0,12,1.0
20.0,0,28.0,30.0,1.0,5.0,2,511.0,26.0,1,1.0
30.0,1,53.0,8.0,0.0,23.0,1,860.52,15.0,12,1.0
45.0,1,55.0,22.0,0.0,9.0,0,821.39,22.0,3,0.0
24.0,0,42.0,17.0,3.0,10.0,0,204.0,13.0,3,1.0
41.0,1,22.0,21.0,5.0,10.0,2,309.0,16.0,1,1.0
31.0,0,9.0,30.0,9.0,5.0,0,289.0,12.0,12,1.0
27.0,0,47.0,29.0,5.0,11.0,2,748.0,21.0,12,1.0
31.0,1,42.0,17.0,8.0,22.0,2,640.0,4.0,3,1.0
61.0,1,46.0,29.0,0.0,16.0,0,210.38,2.0,12,1.0
43.0,1,37.0,11.0,4.0,1.0,0,517.58,15.0,3,0.0
40.0,1,45.0,10.0,0.0,22.0,1,703.0,5.0,12,1.0
38.0,1,34.0,14.0,2.0,2.0,0,607.93,22.0,3,0.0
41.0,0,53.0,9.0,7.0,4.0,2,634.0,10.0,1,1.0
31.0,1,29.0,11.0,3.0,9.0,0,591.92,24.0,3,0.0
39.0,1,1.0,13.0,9.0,29.0,1,484.0,11.0,12,1.0
49.0,0,1.0,4.0,0.0,3.0,2,813.0,26.0,12,1.0
44.0,1,5.0,9.0,3.0,8.0,1,667.85,13.0,12,0.0
26.0,1,30.0,13.0,10.0,2.0,0,937.0,21.0,1,1.0
38.0,0,49.0,26.0,0.0,24.0,0,477.0,9.0,3,1.0
59.0,1,6.0,9.0,10.0,26.0,2,288.0,18.0,12,1.0
23.0,1,41.0,1.0,1.0,7.0,0,614.0,4.0,12,0.0
34.0,1,57.0,5.0,10.0,24.0,1,891.0,17.0,12,1.0
57.0,0,22.0,30.0,2.0,29.0,1,991.0,18.0,3,1.0
42.0,1,28.0,28.0,4.0,20.0,1,630.09,18.0,3,0.0
28.0,0,24.0,20.0,7.0,23.0,1,401.0,12.0,3,1.0
42.0,0,8.0,29.0,0.0,13.0,2,459.0,11.0,1,1.0
54.0,0,27.0,1.0,10.0,20.0,0,942.0,26.0,3,1.0
36.0,1,23.0,21.0,5.0,25.0,2,553.14,10.0,1,1.0
45.0,1,18.0,5.0,0.0,3.0,0,985.0,11.0,3,1.0
20.0,1,2.0,21.0,4.0,7.0,2,475.0,7.0,1,1.0
42.0,0,25.0,21.0,4.0,5.0,1,642.54,4.0,3,0.0
51.0,1,41.0,6.0,6.0,23.0,1,541.0,10.0,12,1.0
24.0,0,41.0,23.0,2.0,3.0,1,962.33,9.0,1,1.0
33.0,1,47.0,28.0,1.0,3.0,1,931.2,29.0,12,0.0
47.0,1,6.0,11.0,1.0,12.0,1,829.08,24.0,3,0.0
50.0,1,14.0,24.0,6.0,9.0,0,259.0,8.0,12,1.0
65.0,0,49.0,28.0,10.0,25.0,0,731.6,16.0,3,1.0
62.0,1,28.0,11.0,1.0,1.0,2,254.89,29.0,3,1.0
42.0,0,55.0,16.0,1.0,6.0,0,568.37,6.0,12,0.0
57.0,1,37.0,15.0,4.0,10.0,2,850.0,4.0,12,1.0
47.0,1,1.0,13.0,7.0,29.0,0,908.0,22.0,1,1.0
40.0,1,36.0,23.0,4.0,19.0,0,832.28,16.0,3,0.0
29.0,0,26.0,6.0,2.0,17.0,0,957.17,9.0,12,0.0
38.0,0,49.0,11.0,9.0,30.0,2,242.21,12.0,12,1.0
59.0,0,58.0,27.0,4.0,16.0,2,594.0,6.0,1,1.0
33.0,0,16.0,6.0,6.0,19.0,1,562.34,24.0,12,1.0
48.0,0,59.0,14.0,0.0,13.0,0,952.92,1.0,3,0.0
29.0,0,16.0,18.0,3.0,28.0,2,598.0,11.0,12,1.0
24.0,1,42.0,26.0,1.0,14.0,1,748.45,23.0,3,0.0
48.0,1,6.0,23.0,5.0,27.0,0,578.34,14.0,1,1.0
36.0,1,44.0,29.0,6.0,7.0,1,482.0,15.0,12,1.0
37.0,0,5.0,29.0,3.0,14.0,1,851.0,27.0,12,1.0
24.0,1,60.0,17.0,4.0,10.0,2,486.0,15.0,3,1.0
19.0,1,27.0,25.0,0.0,20.0,0,171.0,6.0,1,1.0
27.0,1,33.0,18.0,2.0,6.0,2,678.0,1.0,1,1.0
54.0,0,14.0,1.0,9.0,5.0,0,519.02,7.0,12,1.0
43.0,0,37.0,1.0,6.0,19.0,2,193.45,15.0,12,1.0
65.0,0,40.0,14.0,1.0,25.0,2,594.7,23.0,1,1.0
43.0,1,30.0,22.0,2.0,15.0,1,810.25,14.0,12,0.0
23.0,0,44.0,20.0,9.0,16.0,0,525.97,14.0,12,1.0
46.0,0,60.0,22.0,7.0,29.0,0,880.0,14.0,12,1.0
46.0,1,10.0,11.0,4.0,10.0,2,581.41,26.0,3,0.0
30.0,1,32.0,30.0,0.0,0.0,2,544.9,27.0,3,0.0
44.0,1,46.0,19.0,0.0,1.0,1,577.58,24.0,3,0.0
42.0,0,20.0,10.0,2.0,16.0,1,551.9,15.0,3,0.0
28.0,0,28.0,6.0,3.0,10.0,0,472.0,22.0,1,1.0
19.0,0,27.0,4.0,5.0,20.0,1,813.0,2.0,12,1.0
19.0,1,58.0,28.0,1.0,6.0,2,685.0,4.0,1,1.0
38.0,0,22.0,15.0,0.0,4.0,1,834.57,11.0,3,0.0
64.0,1,58.0,6.0,4.0,22.0,2,490.0,20.0,3,1.0
21.0,1,58.0,15.0,0.0,18.0,0,932.11,30.0,12,0.0
59.0,0,6.0,13.0,5.0,22.0,0,806.59,11.0,12,1.0
63.0,1,7.0,11.0,1.0,2.0,1,768.0,29.0,12,1.0
42.0,1,2.0,17.0,6.0,8.0,2,635.0,21.0,12,1.0
44.0,0,16.0,11.0,4.0,4.0,1,748.14,6.0,12,0.0
64.0,1,24.0,20.0,9.0,5.0,2,316.41,16.0,3,1.0
48.0,1,28.0,19.0,7.0,27.0,2,750.0,22.0,12,1.0
48.0,0,11.0,4.0,4.0,4.0,2,976.63,15.0,12,0.0
33.0,0,26.0,28.0,1.0,18.0,1,991.92,11.0,3,0.0
22.0,0,38.0,29.0,2.0,9.0,0,916.0,27.0,3,1.0
25.0,1,39.0,21.0,10.0,12.0,1,103.0,24.0,1,1.0
43.0,0,9.0,24.0,9.0,27.0,1,159.8,26.0,1,1.0
41.0,1,36.0,19.0,6.0,25.0,2,493.0,25.0,3,1.0
48.0,1,51.0,6.0,0.0,13.0,2,689.01,1.0,12,0.0
32.0,1,23.0,15.0,1.0,1.0,0,551.3,16.0,12,0.0
61.0,0,28.0,25.0,2.0,23.0,2,281.0,5.0,1,1.0
53.0,1,29.0,25.0,8.0,28.0,0,360.0,26.0,1,1.0
29.0,1,45.0,15.0,1.0,5.0,0,566.06,30.0,1,1.0
32.0,0,13.0,16.0,1.0,1.0,0,584.7,2.0,3,0.0
37.0,1,52.0,30.0,6.0,16.0,2,265.0,11.0,3,1.0
50.0,1,16.0,20.0,9.0,15.0,1,368.0,3.0,3,1.0
41.0,0,2.0,14.0,0.0,9.0,1,390.6,23.0,3,1.0
46.0,0,5.0,2.0,0.0,20.0,0,515.0,26.0,3,1.0
31.0,1,52.0,9.0,1.0,11.0,1,448.7,28.0,3,1.0
39.0,0,54.0,5.0,2.0,25.0,1,187.0,13.0,3,1.0
33.0,1,50.0,20.0,3.0,8.0,2,940.91,24.0,3,0.0
26.0,0,19.0,21.0,5.0,19.0,0,272.0,6.0,1,1.0
57.0,1,10.0,9.0,6.0,24.0,1,469.0,4.0,1,1.0
49.0,0,56.0,1.0,10.0,20.0,2,570.0,30.0,12,1.0
24.0,1,13.0,16.0,7.0,11.0,0,251.0,26.0,1,1.0
62.0,0,35.0,8.0,4.0,22.0,2,668.0,15.0,3,1.0
48.0,1,21.0,22.0,0.0,7.0,0,397.0,1.0,3,1.0
56.0,1,44.0,15.0,4.0,4.0,1,373.65,15.0,3,1.0
43.0,0,25.0,6.0,10.0,3.0,1,751.0,10.0,12,1.0
20.0,0,3.0,4.0,5.0,13.0,1,896.0,23.0,3,1.0
62.0,1,49.0,2.0,1.0,12.0,1,574.88,16.0,1,1.0
34.0,1,45.0,26.0,9.0,25.0,0,404.43,22.0,3,1.0
51.0,0,30.0,3.0,5.0,12.0,2,822.33,25.0,1,1.0
40.0,0,48.0,27.0,2.0,11.0,0,658.64,6.0,3,0.0
18.0,1,32.0,2.0,0.0,16.0,0,695.39,5.0,3,0.0
35.0,1,23.0,27.0,8.0,26.0,1,687.03,23.0,1,1.0
33.0,0,26.0,13.0,2.0,21.0,0,788.32,12.0,3,1.0
40.0,1,16.0,30.0,4.0,23.0,0,671.96,15.0,12,1.0
43.0,1,15.0,13.0,4.0,19.0,0,873.35,14.0,3,0.0
46.0,0,47.0,13.0,4.0,7.0,2,328.0,20.0,3,1.0
32.0,0,6.0,1.0,2.0,19.0,0,889.12,5.0,12,0.0
44.0,1,45.0,27.0,0.0,10.0,1,716.65,2.0,12,0.0
23.0,1,45.0,6.0,4.0,22.0,2,265.0,27.0,3,1.0
52.0,0,48.0,22.0,2.0,25.0,1,415.0,28.0,12,1.0
39.0,1,60.0,14.0,3.0,6.0,0,599.45,14.0,12,0.0
21.0,1,21.0,17.0,2.0,17.0,1,877.99,2.0,3,0.0
39.0,0,55.0,10.0,3.0,8.0,0,592.93,14.0,12,0.0
62.0,0,56.0,18.0,9.0,7.0,2,688.0,6.0,1,1.0
47.0,0,6.0,3.0,7.0,22.0,1,174.0,25.0,1,1.0
47.0,1,30.0,23.0,1.0,16.0,1,789.99,5.0,3,0.0
58.0,0,23.0,30.0,2.0,15.0,1,892.0,5.0,3,1.0
40.0,0,15.0,11.0,1.0,10.0,0,156.89,10.0,3,1.0
47.0,1,5.0,16.0,0.0,6.0,0,420.0,16.0,1,1.0
31.0,1,10.0,17.0,1.0,12.0,1,690.26,23.0,12,0.0
40.0,0,28.0,10.0,4.0,9.0,1,869.03,7.0,12,0.0
34.0,1,38.0,5.0,10.0,21.0,2,462.0,23.0,12,1.0
25.0,1,24.0,24.0,8.0,17.0,1,269.0,3.0,1,1.0
42.0,1,35.0,23.0,0.0,7.0,0,635.72,18.0,12,0.0
56.0,0,57.0,19.0,0.0,25.0,1,584.0,26.0,3,1.0
46.0,0,23.0,12.0,0.0,12.0,0,747.0,17.0,3,1.0
20.0,1,14.0,4.0,8.0,16.0,1,749.0,15.0,12,1.0
51.0,0,21.0,6.0,2.0,15.0,0,144.0,14.0,1,1.0
60.0,1,31.0,25.0,7.0,6.0,1,308.0,17.0,12,1.0
61.0,0,16.0,4.0,0.0,21.0,2,172.0,30.0,12,1.0
27.0,1,43.0,15.0,1.0,6.0,1,544.1,19.0,12,0.0
24.0,1,27.0,18.0,4.0,3.0,2,517.0,7.0,12,1.0
36.0,1,18.0,3.0,4.0,21.0,0,353.0,16.0,3,1.0
64.0,0,41.0,15.0,1.0,26.0,0,605.0,10.0,3,1.0
37.0,0,17.0,29.0,10.0,24.0,2,996.0,14.0,12,1.0
30.0,1,38.0,5.0,2.0,1.0,0,512.44,27.0,12,0.0
62.0,0,33.0,20.0,1.0,20.0,1,507.59,18.0,1,1.0
30.0,1,51.0,7.0,4.0,10.0,0,864.0,14.0,3,1.0
18.0,0,30.0,14.0,10.0,2.0,1,630.0,9.0,3,1.0
27.0,1,1.0,11.0,1.0,16.0,2,576.81,21.0,3,0.0
58.0,0,19.0,7.0,5.0,17.0,0,458.0,17.0,3,1.0
34.0,1,56.0,26.0,3.0,13.0,0,589.47,6.0,3,0.0
63.0,1,41.0,15.0,7.0,6.0,0,612.0,28.0,3,1.0
59.0,1,10.0,22.0,0.0,10.0,0,343.0,24.0,3,1.0
27.0,1,51.0,14.0,8.0,26.0,0,922.0,23.0,1,1.0
50.0,1,55.0,15.0,6.0,27.0,2,220.0,4.0,1,1.0
26.0,1,13.0,2.0,2.0,9.0,1,848.0,29.0,12,1.0
41.0,0,45.0,8.0,0.0,3.0,0,553.71,1.0,3,0.0
38.0,1,27.0,1.0,5.0,30.0,2,945.0,29.0,3,1.0
41.0,0,18.0,17.0,9.0,14.0,0,446.15,23.0,12,1.0
38.0,0,52.0,26.0,1.0,17.0,0,842.05,9.0,12,0.0
35.0,1,47.0,11.0,3.0,2.0,2,989.9,15.0,12,0.0
49.0,0,51.0,1.0,6.0,26.0,1,758.0,27.0,12,1.0
26.0,1,6.0,12.0,2.0,10.0,2,882.83,25.0,3,0.0
28.0,1,57.0,22.0,1.0,1.0,1,638.89,21.0,3,0.0
59.0,1,24.0,23.0,5.0,13.0,2,150.0,7.0,12,1.0
40.0,1,53.0,5.0,4.0,10.0,0,869.69,16.0,12,0.0
22.0,1,17.0,13.0,2.0,11.0,0,690.62,17.0,3,0.0
31.0,1,1.0,16.0,4.0,18.0,0,848.0,12.0,1,1.0
59.0,1,41.0,24.0,10.0,14.0,0,666.0,22.0,12,1.0
45.0,1,12.0,16.0,1.0,15.0,0,898.51,22.0,3,0.0
45.0,0,47.0,16.0,0.0,16.0,2,656.0,18.0,12,1.0
42.0,0,20.0,14.0,2.0,6.0,0,472.0,5.0,1,1.0
64.0,1,59.0,13.0,0.0,0.0,2,720.0,19.0,1,1.0
24.0,1,22.0,16.0,10.0,4.0,1,236.0,16.0,1,1.0
48.0,0,5.0,19.0,6.0,0.0,2,476.0,1.0,1,1.0
34.0,0,33.0,17.0,6.0,13.0,1,654.0,16.0,12,1.0
42.0,1,31.0,22.0,3.0,13.0,0,677.11,16.0,3,0.0
61.0,0,34.0,22.0,7.0,4.0,2,569.0,24.0,12,1.0
38.0,0,53.0,19.0,6.0,15.0,2,124.0,9.0,1,1.0
35.0,0,42.0,13.0,3.0,16.0,2,542.65,8.0,12,0.0
35.0,1,29.0,19.0,10.0,21.0,1,784.0,16.0,1,1.0
43.0,1,44.0,19.0,8.0,0.0,1,492.0,30.0,1,1.0
32.0,0,50.0,14.0,8.0,14.0,0,905.79,16.0,1,1.0
64.0,1,49.0,17.0,5.0,0.0,0,324.0,27.0,12,1.0
42.0,0,45.0,28.0,7.0,20.0,1,655.0,20.0,3,1.0
45.0,0,25.0,1.0,3.0,27.0,1,474.85,17.0,1,1.0
43.0,0,32.0,14.0,0.0,29.0,2,605.1,6.0,12,1.0
25.0,0,48.0,17.0,9.0,15.0,0,534.0,9.0,3,1.0
45.0,1,19.0,8.0,5.0,5.0,2,803.0,20.0,12,1.0
48.0,1,40.0,18.0,3.0,20.0,0,719.15,9.0,3,0.0
45.0,0,9.0,16.0,3.0,17.0,0,654.55,1.0,3,0.0
41.0,0,54.0,1.0,4.0,15.0,1,562.5,12.0,12,0.0
51.0,1,50.0,8.0,5.0,5.0,2,981.0,29.0,12,1.0
44.0,0,57.0,29.0,5.0,13.0,2,998.0,8.0,12,1.0
48.0,0,1.0,23.0,6.0,6.0,0,351.0,3.0,3,1.0
50.0,1,49.0,25.0,0.0,16.0,2,819.68,8.0,3,0.0
22.0,1,46.0,28.0,3.0,24.0,2,736.84,25.0,3,1.0
26.0,0,8.0,12.0,2.0,1.0,2,448.0,30.0,1,1.0
33.0,1,33.0,13.0,9.0,22.0,1,919.0,14.0,3,1.0
34.0,1,48.0,15.0,3.0,9.0,2,591.0,25.0,12,0.0
49.0,0,58.0,26.0,3.0,4.0,1,909.11,11.0,12,0.0
62.0,0,49.0,17.0,5.0,5.0,2,680.0,2.0,3,1.0
49.0,1,28.0,17.0,4.0,17.0,1,439.0,22.0,3,1.0
18.0,1,28.0,5.0,1.0,15.0,2,877.0,4.0,1,1.0
18.0,1,39.0,3.0,6.0,29.0,2,993.0,14.0,3,1.0
37.0,0,16.0,6.0,3.0,9.0,0,222.13,16.0,12,1.0
45.0,1,6.0,4.0,4.0,17.0,2,942.85,25.0,12,0.0
55.0,0,46.0,7.0,0.0,27.0,0,368.89,3.0,12,1.0
39.0,1,22.0,27.0,2.0,23.0,2,803.0,29.0,1,1.0
28.0,0,42.0,3.0,7.0,3.0,1,468.0,20.0,1,1.0
59.0,0,25.0,1.0,9.0,30.0,1,609.0,22.0,3,1.0
42.0,0,6.0,27.0,0.0,24.0,0,479.0,15.0,3,1.0
53.0,1,23.0,24.0,0.0,29.0,0,175.0,18.0,1,1.0
59.0,0,60.0,8.0,2.0,8.0,2,489.0,11.0,1,1.0
34.0,1,6.0,4.0,0.0,23.0,2,939.0,1.0,12,1.0
32.0,1,17.0,28.0,6.0,4.0,0,381.0,17.0,1,1.0
61.0,1,52.0,6.0,4.0,15.0,1,276.0,15.0,12,1.0
30.0,0,2.0,7.0,9.0,27.0,2,173.0,12.0,3,1.0
49.0,0,4.0,27.0,7.0,20.0,0,907.0,30.0,1,1.0
54.0,0,36.0,2.0,0.0,11.0,2,1000.0,17.0,1,1.0
19.0,0,31.0,24.0,8.0,5.0,0,686.0,26.0,3,1.0
49.0,0,45.0,16.0,1.0,0.0,0,692.93,9.0,12,0.0
56.0,0,42.0,19.0,9.0,27.0,2,146.0,2.0,1,1.0
47.0,1,50.0,27.0,3.0,19.0,1,963.68,16.0,12,0.0
39.0,1,22.0,16.0,8.0,27.0,1,379.41,5.0,12,1.0
25.0,1,24.0,1.0,4.0,13.0,0,618.0,12.0,12,1.0
50.0,0,36.0,6.0,4.0,12.0,1,961.0,17.0,12,1.0
36.0,1,13.0,1.0,2.0,1.0,2,711.82,5.0,3,1.0
32.0,1,27.0,7.0,2.0,21.0,1,759.0,18.0,3,1.0
30.0,1,54.0,25.0,7.0,13.0,2,536.0,23.0,12,1.0
58.0,0,5.0,19.0,3.0,22.0,1,243.0,12.0,1,1.0
51.0,1,46.0,24.0,3.0,30.0,0,116.0,12.0,3,1.0
20.0,1,54.0,2.0,7.0,12.0,1,678.0,9.0,3,1.0
25.0,1,2.0,6.0,9.0,21.0,1,410.0,23.0,12,1.0
47.0,0,28.0,25.0,2.0,7.0,2,546.52,28.0,3,1.0
60.0,0,47.0,16.0,0.0,28.0,2,445.49,24.0,12,1.0
47.0,1,44.0,2.0,0.0,12.0,0,835.14,5.0,12,0.0
38.0,1,14.0,15.0,9.0,27.0,0,498.0,2.0,1,1.0
49.0,1,36.0,3.0,4.0,1.0,0,546.09,22.0,12,0.0
31.0,1,37.0,9.0,2.0,7.0,1,847.0,10.0,3,0.0
38.0,1,44.0,13.0,4.0,2.0,0,742.0,15.0,1,1.0
21.0,1,7.0,7.0,7.0,24.0,0,172.0,25.0,3,1.0
18.0,0,49.0,14.0,0.0,6.0,2,510.0,19.0,3,1.0
49.0,0,3.0,23.0,1.0,27.0,2,142.83,4.0,1,1.0
29.0,1,14.0,19.0,10.0,14.0,2,726.0,13.0,1,1.0
41.0,1,30.0,8.0,5.0,3.0,1,466.0,7.0,3,1.0
25.0,1,27.0,29.0,1.0,5.0,1,495.0,25.0,1,1.0
47.0,0,52.0,2.0,0.0,10.0,1,627.44,6.0,3,0.0
51.0,0,55.0,12.0,6.0,8.0,2,646.66,21.0,12,1.0
46.0,0,43.0,29.0,5.0,4.0,1,566.0,2.0,12,1.0
48.0,0,50.0,21.0,3.0,17.0,0,531.6,9.0,12,0.0
40.0,1,46.0,11.0,9.0,3.0,0,146.0,6.0,12,1.0
46.0,1,54.0,1.0,3.0,22.0,2,706.0,2.0,1,1.0
22.0,1,46.0,11.0,6.0,1.0,0,121.0,22.0,1,1.0
61.0,0,4.0,2.0,8.0,10.0,1,301.0,16.0,12,1.0
63.0,0,54.0,4.0,1.0,26.0,2,684.0,5.0,12,1.0
59.0,0,16.0,21.0,8.0,23.0,1,155.0,22.0,12,1.0
27.0,0,42.0,4.0,3.0,30.0,2,658.23,19.0,12,1.0
42.0,0,1.0,16.0,3.0,22.0,1,987.0,3.0,12,1.0
26.0,1,47.0,3.0,0.0,12.0,1,488.0,9.0,12,1.0
20.0,1,21.0,14.0,1.0,15.0,1,644.16,11.0,3,0.0
46.0,1,16.0,29.0,9.0,16.0,0,835.0,8.0,1,1.0
50.0,1,43.0,29.0,8.0,4.0,1,566.0,25.0,3,1.0
49.0,1,46.0,25.0,7.0,0.0,1,725.0,4.0,1,1.0
43.0,1,51.0,11.0,4.0,13.0,0,860.35,2.0,12,0.0
40.0,1,58.0,17.0,4.0,20.0,2,885.66,2.0,12,0.0
63.0,1,34.0,29.0,6.0,22.0,0,127.0,30.0,1,1.0
65.0,0,46.0,22.0,7.0,24.0,2,517.0,27.0,3,1.0
39.0,0,34.0,21.0,10.0,25.0,1,671.99,8.0,1,1.0
34.0,0,55.0,4.0,0.0,13.0,1,232.08,25.0,3,1.0
29.0,0,48.0,22.0,2.0,20.0,0,751.97,8.0,12,0.0
24.0,1,12.0,28.0,1.0,17.0,2,805.21,24.0,3,0.0
33.0,1,15.0,13.0,2.0,0.0,2,907.61,5.0,12,0.0
29.0,1,36.0,8.0,9.0,27.0,0,613.92,9.0,1,1.0
21.0,0,15.0,27.0,3.0,7.0,2,325.53,29.0,12,1.0
63.0,1,17.0,14.0,0.0,13.0,1,270.0,14.0,12,1.0
38.0,0,36.0,18.0,4.0,1.0,0,973.0,26.0,1,1.0
59.0,0,52.0,8.0,8.0,8.0,1,730.0,7.0,12,1.0
33.0,0,46.0,27.0,9.0,0.0,2,152.0,9.0,1,1.0
62.0,1,53.0,20.0,1.0,24.0,1,163.0,2.0,12,1.0
46.0,0,16.0,11.0,2.0,9.0,2,666.14,12.0,12,0.0
48.0,0,23.0,4.0,10.0,10.0,1,867.0,28.0,3,1.0
27.0,0,22.0,4.0,6.0,23.0,0,263.67,18.0,12,1.0
56.0,0,1.0,5.0,0.0,11.0,1,340.77,5.0,1,1.0
33.0,1,12.0,14.0,2.0,4.0,0,895.03,22.0,12,0.0
34.0,0,59.0,5.0,8.0,26.0,2,588.2,7.0,3,1.0
29.0,0,51.0,6.0,3.0,5.0,0,435.0,23.0,3,1.0
27.0,1,6.0,1.0,2.0,20.0,0,595.0,18.0,3,0.0
22.0,1,14.0,14.0,3.0,9.0,1,476.0,15.0,3,1.0
40.0,1,46.0,25.0,3.0,12.0,1,694.89,11.0,12,0.0
35.0,1,24.0,27.0,1.0,17.0,1,529.94,21.0,3,0.0
42.0,0,36.0,15.0,3.0,19.0,1,617.88,1.0,3,0.0
62.0,0,13.0,29.0,7.0,5.0,1,727.37,22.0,3,1.0
32.0,1,2.0,24.0,3.0,21.0,0,198.0,8.0,12,1.0
33.0,0,50.0,3.0,1.0,19.0,0,656.9,12.0,12,0.0
27.0,0,53.0,12.0,1.0,10.0,2,663.19,11.0,12,0.0
42.0,1,56.0,22.0,9.0,15.0,2,550.0,15.0,12,1.0
39.0,0,59.0,17.0,2.0,13.0,0,383.0,11.0,12,1.0
50.0,1,33.0,13.0,8.0,27.0,1,745.0,29.0,1,1.0
56.0,0,48.0,8.0,3.0,16.0,1,183.0,1.0,1,1.0
33.0,1,41.0,12.0,2.0,14.0,2,225.0,1.0,1,1.0
45.0,0,4.0,1.0,8.0,17.0,2,932.0,9.0,3,1.0
49.0,0,35.0,20.0,7.0,1.0,2,691.0,5.0,1,1.0
59.0,1,35.0,30.0,1.0,5.0,2,643.0,9.0,3,1.0
23.0,0,40.0,7.0,1.0,26.0,0,940.0,30.0,1,1.0
61.0,0,16.0,6.0,1.0,29.0,1,981.17,2.0,3,1.0
56.0,0,53.0,12.0,3.0,13.0,1,984.0,5.0,12,1.0
51.0,0,23.0,7.0,3.0,28.0,1,754.0,23.0,1,1.0
35.0,0,43.0,27.0,4.0,6.0,2,452.0,22.0,1,1.0
60.0,1,43.0,14.0,1.0,25.0,1,768.0,12.0,3,1.0
18.0,0,18.0,17.0,7.0,27.0,2,183.85,14.0,12,1.0
57.0,0,45.0,14.0,6.0,8.0,1,128.0,15.0,3,1.0
20.0,1,29.0,16.0,9.0,21.0,1,409.0,26.0,3,1.0
53.0,1,2.0,3.0,9.0,23.0,1,273.58,16.0,12,1.0
18.0,1,21.0,16.0,0.0,17.0,1,978.76,27.0,3,0.0
44.0,1,17.0,15.0,2.0,26.0,2,196.0,18.0,12,1.0
54.0,0,40.0,20.0,4.0,29.0,2,258.0,3.0,1,1.0
35.0,1,16.0,28.0,6.0,27.0,1,908.0,18.0,3,1.0
39.0,0,48.0,12.0,5.0,8.0,2,335.0,14.0,1,1.0
51.0,0,11.0,13.0,8.0,9.0,2,753.0,8.0,1,1.0
30.0,1,48.0,6.0,2.0,9.0,0,777.0,28.0,12,0.0
65.0,0,21.0,18.0,3.0,26.0,2,828.0,15.0,3,1.0
39.0,1,4.0,24.0,6.0,23.0,1,329.0,1.0,1,1.0
63.0,1,28.0,28.0,8.0,27.0,2,693.0,15.0,1,1.0
50.0,1,34.0,17.0,1.0,7.0,0,582.14,30.0,12,0.0
23.0,0,28.0,4.0,4.0,26.0,2,364.0,25.0,12,1.0
