Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Total Spend,Last Interaction,Contract Duration (Months),Tenure_Bucket,Support_Call_Intensity,Interaction_Frequency,Churn
18.0,1,3.5812033979206,27.7208022652804,0.1395988673598001,12.1395988673598,1,660.0185685227946,25.5812033979206,12,0,0.1395988673598001,1.0434999475629536,0.0
44.541165374653474,1,6.764724375577539,4.388220499537969,3.152944875115508,4.811748061980214,0,736.3286018648007,29.576472437557754,12,0,1.0566814658145844,0.145654153815182,0.0
36.09506889489956,1,31.0,16.333185283037107,1.238116388137556,5.523767223724888,0,889.9629808706047,27.285650835587333,12,1,0.0399392383270179,0.5736348251558411,0.0
21.344516943226544,0,31.90752823871091,20.09247176128909,0.2184943522578178,11.655483056773454,1,724.8643460340753,10.252045181937458,4,1,0.0078033697234934,2.190973452922253,0.0
31.51818336002847,1,31.275757404441283,15.27575740444128,0.2757574044412813,14.72424259555872,1,753.7812714218425,8.551514808882562,12,1,0.00861741888879,1.6081726717851828,0.0
38.63397407129734,0,36.59150648217567,24.612740276736503,2.3872597232634973,3.2467143480338425,0,874.4805055877582,5.225480553473005,3,1,0.0645205330611756,4.320948510915098,0.0
25.15080674043144,0,52.033512608984765,28.84919325956856,0.0167563044923824,18.949731086522853,1,692.0207778175705,9.983243695507618,3,2,0.0003103019350441,2.625700533504848,0.0
24.075194907207017,0,47.49121188318363,28.64160169759766,1.0,8.641601697597661,1,852.5692328276499,12.35839830240234,12,2,0.0214234141643477,2.1604004243994157,0.0
32.68911432590185,1,30.464022190965228,27.22970477530062,2.846863483132922,5.923431741566461,0,570.7890590842301,28.540590449398767,3,1,0.0925547061884743,0.9267988904517388,0.0
23.0,0,40.6830448070637,20.262283605297775,1.579238798234074,10.579238798234076,0,772.4097027738549,13.524567210595556,12,2,0.0394896979827081,1.4313917882511935,0.0
31.203364328036592,1,54.58486052383533,7.186542687853631,0.7966356719634078,14.601682164018296,1,721.4847162298008,14.381496195798745,12,2,0.0132772611993901,0.4360577883603098,0.0
41.37734633048194,0,45.44023738556226,5.748435779678708,1.874217889839354,4.377346330481938,1,622.5201780391717,3.188673165240969,11,2,0.0416492864408745,1.423632290259608,0.0
26.559010684778844,1,58.37639572608846,5.311802136955769,2.0,14.870812821734612,0,601.0025201107405,20.570176493486542,3,2,0.0342691669782405,0.2712690598756042,0.0
33.50045567510696,0,29.0,21.74749378691172,0.0,15.0,1,669.5083498340746,10.49954432489304,12,1,0.0,1.872245381000428,0.0
31.383359382855605,1,42.45839845713901,15.729199228569508,2.308320308572197,8.49591799428072,1,975.2308476605706,28.037519537141705,3,2,0.057377967903139,0.5390464341935051,0.0
42.28456580767851,0,34.14228290383925,25.57315128848224,1.5230438717856734,18.0,0,785.1145041276079,10.334673224375072,3,1,0.0423067742162687,2.3705979033864715,0.0
45.67523151684313,0,26.007341300151253,28.332109783308123,3.0036706500756263,6.660548916540623,2,774.0073204254447,2.9963293499243737,12,1,0.1105087873401177,7.838839308446773,0.0
41.50328715143149,1,55.85620367101957,10.0,3.071898164490213,4.143796328980427,0,909.4711050564766,24.43138898694128,3,2,0.0550455311502623,0.3944336904910802,0.0
21.5345869824689,0,25.689724654979265,27.0691739649378,1.8448623274896327,3.5345869824688982,0,653.3396709593425,13.224311637448164,10,1,0.0714534794948268,1.9183792241701223,0.0
29.91177309624605,1,46.20813963307935,15.880087270674592,2.0,2.1199127293254056,1,565.5057964247247,27.22398254586508,3,2,0.043533187882209,0.5638358870679584,0.0
28.95657018173809,0,40.47828509086904,27.521714909130957,1.239142545434523,13.673997818041665,1,911.9547884218086,3.9131403634761854,9,2,0.0304091766229237,7.666582259092717,0.0
22.48769965311292,1,25.0,26.46309895933876,1.0,8.51230034688708,2,971.1361501734436,9.684505203306207,12,1,0.04,5.263391688619305,0.0
29.54714420346144,1,17.811423186154236,19.35856738961568,0.4528557965385593,3.320716305192161,1,879.6832776620264,17.132139491346397,3,1,0.0188689915224399,1.066088595666394,0.0
21.955959620611537,0,1.3523230351077151,26.044040379388463,2.0,16.176161517553858,2,792.0442865472256,2.132121138165393,3,0,1.9217059921982853,8.483165085881398,0.0
30.613329692530588,1,6.08000546120412,12.773340614938826,1.0,7.853346076142946,1,725.1116069357292,21.0,5,0,0.1757140906712814,0.5806063915881284,0.0
43.296471794764194,1,37.59294358952839,5.407056410471612,2.648235897382097,7.351764102617903,1,728.9033754872672,20.57293333403274,8,1,0.069965105662503,0.2463298541997773,0.0
38.54628105504287,0,2.157400479564941,1.4629601918259765,1.231480095912988,17.0,1,801.9705439999143,10.916679136783106,5,0,0.8456799360580078,0.1937823364111509,0.0
41.406765066206745,1,35.6372939735173,29.31864698675865,1.3186469867586512,16.494883145654835,0,636.6226661734951,21.08811807944809,3,1,0.0366913903961664,1.3543798689310484,0.0
47.40183191252083,0,2.358900852487505,6.0,0.1794504262437524,2.940183191252083,1,508.6658614177189,3.820549573756248,3,0,0.022431303280469,1.3076702557462512,0.0
22.233929224858844,0,33.187143379887075,7.719284930169389,1.906428310056463,8.046785844971769,1,749.8419436726238,7.859642465084694,3,1,0.0577705548501958,0.8628967527934619,0.0
24.319652055292064,1,11.082087668247624,22.598260276460312,0.6393041105841251,1.639304110584125,1,688.7514652564628,25.598260276460312,5,0,0.091329158654875,0.8485240548077884,0.0
42.685469850000935,0,30.62906029999813,3.123646566667289,2.247293133334579,7.190883583331776,1,881.5562050505004,10.87635343333271,12,1,0.0802604690476635,0.2717111783217436,0.0
22.798520717849375,0,35.19408287139752,17.294822512472827,1.7985207178493792,5.10073964107531,0,578.8262811162704,12.899260358924687,12,1,0.0499589088291494,1.2414331248020614,0.0
30.150954213563374,1,18.849045786436623,26.11321566017253,1.0,2.188692766954216,1,603.8122456803405,16.849045786436626,11,1,0.0531612428546083,1.468105918395846,0.0
42.77942376751834,0,48.22353901401467,20.332345739489,3.555884753503668,13.332345739488996,2,917.4144871041052,9.555884753503667,8,2,0.0734348180952716,1.937218116525539,0.0
35.99977270286247,0,25.99988635143124,24.99988635143124,2.4999431757156176,11.0,1,754.3474911922359,8.500284121421911,5,1,0.0944811126759006,4.999659054293705,0.0
44.65830511882241,1,26.278372833648618,17.341694881177585,3.468338976235517,6.7216271663513805,0,554.8844325433271,21.936677952471037,3,1,0.1317922868876391,0.7527786327629571,0.0
36.1511317389655,0,31.0,16.61334880422413,0.5377829347413765,13.924434130517248,1,756.9879175658973,9.61334880422413,12,1,0.0173478366045605,1.577036177543104,0.0
45.44380096986729,0,9.112398060265424,15.887601939734576,1.4438009698672871,13.278099515066357,0,511.671980851744,10.0,9,0,0.1804751212334109,1.4443274490667797,0.0
37.78304375413612,1,42.69826252481672,23.0847812293194,1.433912491727759,17.34913126240836,0,719.0720585908356,23.34913126240836,12,2,0.0349245736311032,0.9553429872000018,0.0
42.28800534592404,1,56.57601069184808,15.847978616303836,0.0,12.440026729620206,1,871.0688840629023,6.695957232607671,3,2,0.0,3.0824256604353977,0.0
31.218359963714605,1,3.7746879709716823,15.549375941943364,1.0,14.225312029028316,0,914.3866203195646,15.993047934686286,6,0,0.3521093357523598,0.916871720381218,0.0
36.91253444193373,1,32.174931116132534,24.174931116132534,2.941689627955822,11.204086302154623,0,972.2590679492696,16.116620744088355,12,1,0.0917839430478525,1.4122547090087747,0.0
33.5767679459411,1,52.64925738950516,29.16524049920765,3.0,13.46375527821797,0,674.8256280153901,7.814497888712811,12,2,0.0570574406230392,3.302416314785469,0.0
47.74973032360179,1,26.625134838199106,29.37486516180089,0.6251348381991049,6.843716290450224,0,723.4296723307026,4.531148871350672,12,1,0.0208378279399701,5.573040268349179,0.0
41.23929058502891,0,45.119645292514456,24.79911323128613,0.4401773537427731,18.33973396938584,1,572.9755538880269,19.67946793877168,10,2,0.0104804131843517,1.191008115742783,0.0
47.51827617644765,1,34.78068588262825,8.70103794092411,1.9268952942094144,1.4817238235523535,0,594.8577143558413,18.817238235523536,12,1,0.0469974462002296,0.541531290177419,0.0
27.188737570289927,0,53.31908186930177,29.71011476633728,0.5797704673254414,18.28988523366272,0,811.1881851590053,5.420229532674559,3,2,0.0098266180902617,4.72468335383212,0.0
25.425625671533616,0,38.9042709452556,14.38291621897759,0.0,7.287187164233192,0,915.1375258458028,8.61708378102241,11,2,0.0,1.5531664875910356,0.0
34.85925227792446,1,28.776137117169863,27.95308409264149,2.364610604905676,5.682305302452837,0,569.3374779207661,27.093831814717028,5,1,0.0792668244631268,1.0111931441415067,0.0
49.87469842229743,0,53.062650788851286,7.968674605574357,3.968674605574357,12.874698422297428,0,765.483590550684,18.749396844594852,11,2,0.0748161752796006,0.4057429889780345,0.0
37.95062813287622,0,17.31171483390473,21.212971099657164,1.7376570332190542,17.425942199314324,1,651.167925861629,16.31171483390473,3,1,0.1046996513800458,1.2516363430018171,0.0
41.3738997098737,1,12.93915043518944,11.93915043518944,0.3130501450631469,4.191351015442028,0,999.0352123912028,18.24339825924224,5,1,0.0208700096708764,0.7269686923228953,0.0
43.163501509381966,1,8.9810090562918,15.0,1.4905045281458995,0.0,2,695.1502551096024,20.635015093819664,12,0,0.1512770282935303,0.7091246226545084,0.0
25.949785568309544,1,21.20085772676182,18.89957113661909,2.0,15.0,1,661.2874284892197,9.698713409857268,12,1,0.0944729229456692,1.8112677766458525,0.0
43.464613168808974,0,55.464613168808974,23.88925514310132,1.8584526752358836,11.716905350471766,1,820.3298969539669,1.5353868311910293,3,2,0.0331866549149264,9.356924554127351,0.0
30.10191617774165,1,36.72229941328998,10.277700586710022,0.0,17.86114970664499,0,755.773132452631,6.796167644516703,12,1,0.0,1.6203832355483296,0.0
25.7336529603654,0,26.3668264801827,2.316586759908651,2.0,7.683413240091349,0,783.3762302256158,11.733652960365395,12,1,0.0759501437624216,0.192606490842788,0.0
49.42860081191047,0,27.57139918808953,23.42870365359712,1.428600811910471,17.000102841686648,1,989.940114154272,8.714197564268588,12,1,0.0529111411818692,2.668397254980301,0.0
19.736107992347776,1,55.72587768541877,28.817251790279183,0.0,3.817251790279181,0,599.2892536867054,26.182748209720817,12,2,0.0,1.0610039594580258,0.0
35.31482582935165,1,49.0,21.3703483412967,3.0,11.425870853241756,0,867.2412162206135,24.16656753583516,12,2,0.0612244897959183,0.8697467439246882,0.0
21.04305240271567,1,37.516628832588026,24.3111615565493,0.0430524027156685,2.913895194568662,1,925.3409407392284,26.913895194568664,12,2,0.000878620463585,0.8693202523614889,0.0
47.43807227271113,0,57.43807227271113,3.0,3.2190361363555646,13.12385545457774,0,863.1161856068817,11.466747045511047,10,2,0.0559532687939737,0.2612220292190496,0.0
46.81417764833591,1,39.398227793958014,6.796455587916023,3.2035444120839767,5.008861030209942,1,662.7362861457942,21.407088824167957,8,2,0.0816316159586173,0.3097341690937017,0.0
49.44390383231991,1,46.11219233536018,25.11705784448097,3.5560961676800886,10.668288503040266,0,661.4475185903484,21.0048655091208,12,2,0.0769209222409094,1.137777236839098,0.0
42.893594586450135,0,50.78718917290026,1.1064054135498684,1.319216240649605,6.574378345800526,1,560.152164144539,6.467972932250658,3,2,0.0262076186875668,0.1826362656728454,0.0
44.05167009683267,0,32.92249485475099,18.290274919306103,1.6580549838612209,17.948329903167323,2,739.9175696267299,14.34194501613878,3,1,0.0492232404418744,1.1979800977784,0.0
48.92746806992092,1,60.0,21.05641372339484,3.98388179331576,6.024177310026359,1,990.5678979212752,12.056413723394838,3,2,0.066398029888596,1.6136488085109282,0.0
37.11365035407743,1,51.715874114806425,16.943174822961286,0.0,8.625076947425866,0,830.2725569410951,16.22730070815486,3,2,0.0,0.9864701959431632,0.0
32.711433397933135,1,29.660011261843977,17.47428893195542,0.4742889319554224,11.711433397933131,2,644.4962554214038,19.814277670111444,9,1,0.0135511123415834,0.8545230912062158,0.0
22.86091347807887,0,11.398984401878163,17.75329929331901,2.107614184759859,18.461929076200704,0,880.2235024129434,2.892385815240141,3,0,0.1925137958427924,4.65355319284947,0.0
34.304384535142646,1,44.376897248666175,27.695615464857354,2.7681281783808824,9.463743643238235,0,937.3712984743772,10.782461859429414,12,2,0.0619861786284961,2.635629994598529,0.0
25.00190926346687,0,41.49570415719954,29.0,0.0,5.996181473066255,1,833.6297015612872,8.999045368266565,7,2,0.0,2.9295725688916128,0.0
22.16885283009009,1,59.0,11.794753207783788,0.8675411320360351,14.698688301945948,0,594.5034566639049,22.30131169805405,3,2,0.0147040869836616,0.5242950394624081,0.0
22.249503079682743,0,10.748509239048223,18.247515398413707,1.7504969203172582,16.0059630438071,1,879.9870279256986,3.4990061593654835,3,0,0.1692919286544318,4.104456536851734,0.0
50.0,1,55.905057020275365,14.0,2.452528510137681,16.379771918898548,1,771.8976933537472,13.715171060826089,7,2,0.0437253441840579,0.9906833571686796,0.0
42.725615394797416,0,25.8049231583793,17.451230789594824,2.0,0.5487692104051749,0,633.4743753577349,13.823153815607762,3,1,0.0792681315772167,1.1911784133335623,0.0
42.59050196827759,1,58.80316601057414,9.901583005287067,1.0984169947129323,4.688918962990527,0,938.71214124059,7.393667978851729,3,2,0.0187342957708857,1.2007915026435338,0.0
38.0,0,37.92397760133404,21.13918208106723,0.7847955202668072,17.215204479733192,0,812.8317661633093,11.847955202668071,12,1,0.0201229620581232,1.9257695567641449,0.0
42.19048605319028,0,24.0,16.42177575227877,0.2312896990884929,16.115644849544246,1,739.9523232528406,15.074841203646027,3,1,0.0096370707953538,1.0385482831814157,0.0
45.67821627718208,1,55.23762170290943,3.0,3.440594574272643,14.881189148545284,0,870.8937694505062,16.0841620199085,12,2,0.0626948115275777,0.1828146732662397,0.0
31.17151186610476,1,24.17151186610476,17.0,2.4854644016857232,14.857559330523795,1,916.4016268398508,25.941857606742893,3,1,0.1035610167369051,0.6571773239054175,0.0
32.56422997930478,1,32.56422997930478,27.0,0.287154004139045,13.712845995860954,0,813.728085174495,19.0,9,1,0.0099018622116912,1.35,0.0
31.57356089149399,0,33.0,4.729743997069263,1.3033048885632514,11.303304888563252,0,678.8968549316726,8.87686578005724,12,1,0.0394940875322197,0.7833866067452779,0.0
25.35130838460989,1,7.892149692340668,17.946074846170333,0.3243458076950557,0.6486916153901114,1,960.575226224627,5.27042065386539,5,0,0.0202716129809409,3.3513083846098883,0.0
45.70169079441661,0,55.5322061370556,3.467793862944407,2.7661030685277965,8.935587725888814,0,760.3932931080707,22.661030685277964,3,2,0.0497040851277744,0.161489298992117,0.0
49.0,1,15.789113772319212,20.94556886159606,0.0,6.210886227680788,1,522.6473605997929,3.897976049127093,12,1,0.0,6.085589819555336,0.0
40.42808342940411,0,53.42842502882124,30.0,1.1428083429404112,19.71438331411918,0,551.9542159304048,4.857191657059588,10,2,0.0212737254538478,5.142808342940412,0.0
22.82042682025902,1,9.17957317974098,20.7957317974098,1.64085364051804,11.2042682025902,0,654.6570152266947,11.43658543792784,3,0,0.1823170711686711,1.6911862509611428,0.0
46.321720584036925,1,31.76229411204923,28.440573528012308,2.1188529439753854,20.0,1,554.0206138181275,28.55942647198769,8,1,0.0689006921403077,0.9627049018674873,0.0
30.26480922699291,0,40.73519077300709,17.602786159510636,1.7351907730070908,2.5888553619574552,0,640.2477371759487,5.397213840489364,3,2,0.0423217261709046,2.8234605153380605,0.0
43.85324324406763,1,42.23549549604508,14.32423423615779,3.0,6.058018015819667,0,757.974710811627,24.470990992090165,6,2,0.0710683570685563,0.5551489170865178,0.0
27.61934345413691,0,54.66459582104162,9.954747633095293,0.0,12.477373816547646,0,991.9185174501324,11.380656545863088,12,2,0.0,0.8173617724418163,0.0
42.36320946343986,1,26.0,6.636790536560142,1.6367905365601416,3.908806308959906,2,657.5160820887434,2.0,7,1,0.06295348217539,2.2122635121867136,0.0
27.53867512061904,0,28.099053657585024,23.75848585213604,2.219810731517005,18.219810731517004,2,803.6917867133884,15.0,10,1,0.0783990537451262,1.4849053657585023,0.0
32.99762282225139,1,48.00475435549723,15.016640244240302,0.0047543554972291,9.02614895523476,0,756.0665927006853,22.985736933508317,3,2,9.508710994458186e-05,0.6264197033776449,0.0
27.27981120395993,0,5.808867911551103,7.6177358231022065,1.0,9.337924619142278,1,679.2405641149966,9.044339557755515,3,0,0.1730377362816298,0.7793996604860628,0.0
41.24209508204257,1,55.29825409829786,27.540349180340428,1.0806983606808551,9.540349180340428,1,813.9858709671294,19.136857376936156,3,2,0.0203905351071859,1.4420339508280864,0.0
45.447871215366575,0,30.74082292112904,6.569016098079178,3.569016098079178,15.0,2,573.3397796012748,3.276064392316712,3,1,0.1224855788623102,1.9568038201881737,0.0
46.69550746725105,0,3.131447729242656,19.7820298690042,3.391014934502098,4.6539103929874095,0,512.9855573301388,7.913477598246852,12,0,2.8581530021914343,2.2962864703278374,0.0
33.18857310032174,0,57.19809551672029,8.80190448327971,0.1980955167202895,5.782859650482607,2,544.210077934669,2.5942865501608687,4,2,0.0034154399434532,2.669840805466184,0.0
25.86861576702068,1,32.14600248563443,12.802923650531024,1.8686157670206816,11.328460582448296,1,600.0101605857999,29.671539417551703,12,1,0.0566247202127479,0.417072730444528,0.0
46.32271590334219,0,28.12880682776301,15.0,0.2257613655526031,10.564403413881507,0,988.5033025604112,5.225761365552604,12,1,0.0061016585284487,2.429449573264812,0.0
34.41984869768632,0,48.0,11.099243488431588,2.5801513023136824,13.900756511568412,0,571.3954971144267,13.900756511568412,12,2,0.053753152131535,0.7969624053883397,0.0
42.49689551850005,1,18.018626888999705,10.503104481499951,3.496895518500049,14.024835851999608,1,871.7070782178199,9.993791037000095,7,1,0.2043775403857203,0.9674945283999872,0.0
37.58471024100458,1,52.66776819280366,18.083057951799084,2.083057951799084,10.41528975899542,0,641.6253977661783,12.830579517990842,3,2,0.0396867674469557,1.3382251573563644,0.0
19.776290477515943,0,17.776290477515946,24.315485730191373,1.5525809550318956,7.118547612420261,0,812.842924814839,10.447419044968104,12,1,0.0862544975017719,2.1635666350906737,0.0
45.0,1,34.43551390528903,20.522005056468736,0.1305012641171842,3.869498735882816,0,819.4846237114335,26.608496207648447,10,1,0.002965937820845,0.7463517391830795,0.0
47.434580032392255,0,13.261679870430967,26.042060226745804,2.8691600647845155,3.172900161961288,1,681.9963090340119,9.0,12,0,0.2334184317024593,2.60420602267458,0.0
41.11549544696088,1,6.904234064363086,10.769009106078236,2.2309908939217635,4.653513659117355,1,977.7210020367094,22.44225227651956,12,0,0.2230990893921763,0.4578024256360931,0.0
36.58047750805134,0,42.21673356452742,23.18884429031505,2.202788927421237,10.405577854842477,1,939.412625813475,7.797211072578762,12,2,0.0518323190945593,2.632868512096461,0.0
44.93037216671635,0,3.1726976428358475,10.27576745238805,4.0,0.0,1,914.3457622983148,10.930372166716356,12,0,1.8273023571641525,0.9026703109218644,0.0
37.30959427808893,1,29.523245775288576,24.309594278088927,2.071217165733216,10.690405721911072,1,972.0961622887644,16.928782834266784,12,1,0.064725536429163,1.3616832785444382,0.0
38.74599319027887,0,45.31891032904021,13.637820658080413,1.3405448354798968,4.086538025758763,2,969.289070601429,5.340544835479897,12,2,0.0298152925410252,2.18377979562581,0.0
39.19503626960075,0,17.414891191197764,12.414891191197764,2.8049637303992547,5.804963730399255,0,912.7250759596128,9.730507774410436,3,1,0.1601654576799751,1.396718911717309,0.0
20.0,0,37.73804352202569,13.94760870440514,0.1047825911897224,17.10478259118972,0,902.4628261132154,23.10934797488736,12,1,0.0031752300360521,0.6157967298085273,0.0
34.957749408593,1,8.596249014321673,24.31924980286433,0.6384996057286689,15.361500394271332,0,699.8854956970345,17.4788747042965,12,0,0.0375588003369805,1.318130961768365,0.0
32.0,1,31.020609456801207,11.356232729779116,1.006869818933735,10.650637089154618,1,610.4714127263328,3.0,3,1,0.0272126978090198,2.83905818244478,0.0
19.307229764277125,0,14.462347912515032,12.462347912515032,1.0,6.923192558930719,0,633.0245332831593,15.307229764277125,12,0,0.0711471007290414,0.7731361864519933,0.0
41.76500572246531,0,27.1800686695837,13.0,0.4699885550693832,10.530011444930617,0,571.9375429184898,4.765005722465308,12,1,0.0261104752816324,2.268497520265033,0.0
49.83015098299792,1,51.30150982997918,28.811056880985426,3.490452948993754,19.660301965995835,0,932.9317695571236,18.15075491498959,12,2,0.0666028815167846,1.5056616339000697,0.0
45.89650307558016,0,8.206993848839684,16.793006151160316,1.8965030755801584,13.05174846220992,0,510.6692456875899,10.0,11,0,0.2370628844475198,1.526636922832756,0.0
27.21840942309676,1,43.86778350958067,14.172385865354856,1.609204711548381,8.959830625064477,1,876.3749698048368,1.0,12,2,0.0385482905360339,7.086192932677428,0.0
29.0,1,6.058063215955353,28.41290517606697,1.4709683920223235,12.587094823933027,1,526.0323881629166,27.793547411966514,9,0,0.2941936784044647,0.9928052103351148,0.0
40.32064408652144,1,14.239141217971415,14.078819174710697,0.8396779567392807,2.559785304492854,1,999.2532064408653,23.959248565724987,3,1,0.041983897836964,0.549653777964306,0.0
24.66631452410506,0,42.94403361145591,27.77824730119325,0.5554381747016877,20.0,0,744.4438328901957,5.110876349403375,12,2,0.0115716286396184,5.0125543560858885,0.0
48.96406981781403,0,22.89220945344208,20.676628360326244,0.964069817814027,7.856279271256108,0,878.0007722461546,8.071860364371947,3,1,0.0419160790353924,2.288692803950761,0.0
35.146167307337784,0,48.0,13.853832692662216,1.926916346331108,11.073083653668892,0,572.7050073439345,11.073083653668892,12,2,0.0401440905485647,1.14886423820886,0.0
23.28218884942197,1,55.14520743371869,28.0,1.2136981415703283,15.145207433718689,0,762.0307421248897,14.350679557273612,12,2,0.022260263905982,1.9428877320395477,0.0
43.420004074081405,0,9.579995925918595,15.579995925918595,2.15999185183719,10.63996740734876,0,692.0984123037259,6.520024444488429,12,0,0.2206658971179568,2.428719791232329,0.0
37.98062623451806,0,22.019373765481937,17.941878703554195,2.9903131172590323,17.99031311725903,0,740.2437417220517,8.990313117259031,11,1,0.1358499380364638,1.7954794547208817,0.0
30.9943143635946,0,46.0,18.857955090915056,1.1420449090849427,2.1420449090849427,1,575.2643740999902,19.0113712728108,12,2,0.024827063240977,1.0605622603223073,0.0
38.41958389990575,0,30.0,22.26884265554508,2.462314688909834,14.731157344454918,1,860.6889734656908,10.268842655545082,3,1,0.0820771562969945,1.9775964453712431,0.0
36.106487929652594,0,19.21297585930519,29.73378017586852,1.8935120703474064,6.733780175868516,1,807.438720113513,13.627292246215925,3,1,0.0996585300182845,2.059899460429584,0.0
34.908077395982,1,42.6896928751784,4.655153562410803,0.0,5.471308354374793,0,515.5973702090241,21.3448464375892,3,2,0.0,0.2123677090980253,0.0
28.745173951791735,0,44.31370651205207,8.941119536156195,0.0,16.745173951791738,1,972.5233397859024,8.117760927687609,12,2,0.0,1.1892768632039508,0.0
25.98298686982739,1,56.0,28.0,1.7521266412715764,9.239366793642118,1,671.6843760949959,12.777646336530491,3,2,0.0312879757369924,2.973910332016856,0.0
41.58173046042634,1,44.69771630755329,8.906851077340121,3.093148922659879,16.511418462233536,0,781.4393206822442,10.279446767979636,3,2,0.0688893112573138,1.0637191562703514,0.0
18.0,0,10.18991717517849,22.543548899958,0.0,3.0,1,645.2813877019504,4.184676650062997,8,0,0.0,5.896237299939337,0.0
23.529720126020933,1,14.191870283547098,14.30135495274215,1.566215015752617,1.1324300315052331,1,850.5115102159452,21.56621501575261,3,0,0.1599203384029928,0.6355145626645957,0.0
20.98122758692059,1,5.98748505794706,26.012514942052945,1.9874850579470595,6.037544826158822,0,655.5752801829469,24.012514942052945,3,0,0.3312475096578432,1.0399814593451069,0.0
47.504914386556194,1,1.3094285084023762,21.87622859663905,3.8762285966390495,19.319257281514773,1,942.7992101412584,25.247542806721903,3,0,3.773085760504924,0.8350461561086326,0.0
26.9292641176367,0,6.606103823544954,15.889047352998164,2.0,10.18168852936514,0,505.51825156763584,9.0,3,0,0.3196948088227523,1.5889047352998165,0.0
35.0,1,8.339283535518348,24.094644818033487,2.0,0.4339283535518349,1,756.9291421947976,16.73571341420734,3,0,0.3450255880172018,1.402857317158532,0.0
38.74564116662197,0,52.50290588891869,18.0,2.4970941110813127,8.508717666756063,0,639.1219586684304,11.254358833378031,3,2,0.0478506015943293,1.4878580076861188,0.0
25.319653196239617,1,41.92375723736773,2.8475144747354646,2.1319653196239616,6.395895958871885,0,591.1128445084489,25.0,12,2,0.0505909876167921,0.1095197874898255,0.0
47.079098502540674,0,57.079098502540674,21.539549251270337,2.513183083756779,18.48681691624322,1,616.3469465723323,6.486816916243221,3,2,0.0436894103449952,2.903215280094612,0.0
46.61110471113663,0,58.05552355568312,3.1944476444316887,2.4166570667049343,16.666628266819735,0,736.6205460195936,11.805552355568311,10,2,0.0402776177784155,0.2507125789160706,0.0
47.695254326122274,0,7.186392239125389,5.7455689565015575,2.9068038804373053,5.813607760874611,1,640.7189251442243,10.093196119562696,12,0,0.4093404832648407,0.5131460448765428,0.0
20.947521029697228,0,42.58950420593945,22.0,1.0,12.462974764363327,1,762.9877239991945,15.35801682375778,12,2,0.0234831095205207,1.36556995983067,0.0
33.36663351910943,1,31.81668324044529,2.470029832801515,1.8366633519109428,18.50999005573283,2,656.7207344140934,26.163336648089057,3,1,0.0585154098820328,0.0893220487269204,0.0
42.77821802180768,1,5.112872087230725,19.44356395638464,1.0,14.112872087230723,2,801.3175840704047,18.003962196269132,10,0,0.2405939927307728,1.0922204815673169,0.0
39.58777289934751,0,30.6824454201305,13.3175545798695,2.047336260391494,10.222882059086512,0,905.5222864859702,20.459563361043987,3,1,0.0660431051739191,0.647518193289834,0.0
41.962446397027215,0,17.0,27.665504393311235,0.5187768014863925,9.221834797770413,1,724.2942274867514,6.740611599256804,12,1,0.030516282440376,3.5554586994426027,0.0
41.12408702594053,0,58.56204351297027,10.087591297405949,0.9124087025940536,3.7372261077821607,0,939.4344522930104,7.437956487029732,3,2,0.0154645542812551,1.214626591432214,0.0
42.44958122429851,0,1.629413714017916,12.55041877570149,0.2697487345791068,18.921005061683573,1,695.7188241142054,4.089916244859702,3,0,0.0337185918223883,2.486106089844377,0.0
46.420251754297496,1,5.420251754297496,7.193249415234169,2.4202517542974955,12.681007017189982,0,697.4634015819177,13.613501169531665,12,0,0.4033752923829159,0.4954063232912353,0.0
49.69664487224277,1,2.0,8.747204060202305,0.2022367518381558,19.54496730836415,1,892.1067077591867,20.59552649632369,3,0,0.1011183759190779,0.4028530871997972,0.0
39.12062894096922,0,36.74708596064615,20.505828078707708,2.373542980323073,2.5058280787077085,1,694.7940553597182,12.38519913773849,8,1,0.0642934030484929,1.6084643627019206,0.0
28.16059388159792,1,17.0,26.7126732834911,0.5746534330178039,19.4253465669822,1,513.9972456724146,3.011287015562313,3,1,0.0338031431186943,10.451144285933315,0.0
32.720254032230926,0,12.237967742152568,17.72025403223093,0.720254032230929,5.118983871076284,1,895.2220185485987,12.762032257847432,12,0,0.0720254032230929,1.404745967769071,0.0
22.99198976542659,1,41.98397953085318,5.327993176951061,0.6639965884755303,6.659991471188826,1,963.0949850745804,4.655986353902121,3,2,0.0132799317695106,1.132122245916506,0.0
28.988388822629165,0,37.34881490316111,14.651185096838889,0.0,15.348814903161111,1,709.7351808553485,15.697629806322226,3,1,0.0,0.9414107612161972,0.0
22.51746447406604,1,15.388098355549529,24.706338814834908,0.2587322370330189,14.482535525933962,1,918.5331825007254,19.0,3,1,0.014374013168501,1.2353169407417453,0.0
46.20456533722181,0,51.20456533722181,3.518173865111277,0.4818261348887231,7.481826134888723,0,730.9797192428733,10.277260797666916,3,2,0.0087604751797949,0.3065652147284042,0.0
31.182587690675284,0,4.0,12.17976615819924,0.727529230225095,3.54494153954981,2,723.1239298474597,19.092704611575662,9,0,0.1818823075562737,0.6576600283776565,0.0
46.9687823712017,0,33.15608814399151,25.968782371201694,1.0,1.4843911856008494,1,892.8046249646289,3.453173556802548,12,1,0.0308683382105342,6.476500455196745,0.0
